,knn,logistic,svm,truth,truth_map
56,0.0,0.11927169338163846,0.04602856829566137,0,Safe
57,1.0,0.992999266777953,0.9972407849148308,1,Spam
58,1.0,0.9908650246085282,0.9953115829910544,1,Spam
59,1.0,0.9687855957915039,0.980427755151201,1,Spam
60,1.0,0.9728964783312133,0.987326954021028,1,Spam
61,1.0,0.9456946636087986,0.9497513323894975,1,Spam
62,0.0,0.07159304287798489,0.06242643096221217,0,Safe
63,1.0,0.9284694841298159,0.9565973112687762,1,Spam
64,1.0,0.9864036168234203,0.9933078965440763,1,Spam
65,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
66,0.0,0.18139850139972044,0.14164692941816603,0,Safe
67,1.0,0.9543765163582384,0.9804781012290853,1,Spam
68,0.0,0.001109316473247452,9.02879847800327e-05,0,Safe
69,0.0,0.001929594212853861,0.0017810146632710766,0,Safe
70,0.0,0.0026434322499822253,0.0018945362679487984,0,Safe
71,0.3333333333333333,0.632091649664606,0.7301728389844848,0,Safe
72,1.0,0.9173645725916152,0.9325677114123296,1,Spam
73,0.0,0.04158841282165777,0.01978305499492503,0,Safe
74,0.0,0.07144147697734032,0.062342106955163255,0,Safe
75,0.0,0.45229254397203406,0.5,1,Spam
76,0.0,4.70073326188014e-05,1.4675418563245611e-05,0,Safe
77,0.0,0.1780280726624425,0.12284259770657016,0,Safe
78,1.0,0.9869740128481963,0.9912271894662961,1,Spam
79,1.0,0.9774613846378837,0.9881698232340598,1,Spam
80,1.0,0.997561698140252,0.9999929411782581,1,Spam
81,0.0,0.04620709392963677,0.024705523992868534,0,Safe
82,0.0,0.18163369036521063,0.07560487011772817,0,Safe
83,0.0,0.055691978326946195,0.07030927356321931,0,Safe
84,0.0,0.016388890135272585,0.012112139081424615,0,Safe
85,0.0,0.006508128516180728,0.0056825470158912185,0,Safe
86,0.0,0.04254516539002402,0.03462034921452357,0,Safe
87,1.0,0.8932025934076714,0.9350189396799595,1,Spam
88,1.0,0.9910402477640639,0.9896887114248296,1,Spam
89,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
90,1.0,0.9701684828580671,0.9708873581385972,1,Spam
91,0.6666666666666666,0.9353711258722499,0.9066124758985432,1,Spam
92,0.0,0.019899051773937613,0.006761540580872457,0,Safe
93,0.0,0.12950722253726285,0.09410119071549576,0,Safe
94,0.6666666666666666,0.39265718294877694,0.33448428293980265,0,Safe
95,1.0,0.9718086153562713,0.9832793270454298,1,Spam
96,1.0,0.9867213470129758,0.9920549932784306,1,Spam
97,0.0,0.000735924000954781,0.00024773852723717564,0,Safe
98,1.0,0.756612873973056,0.7937586745730284,1,Spam
99,0.0,0.002051975876172013,0.0007657736362867574,0,Safe
100,0.0,0.004912139111476908,0.002441656125164303,0,Safe
101,0.0,0.003922179247773523,0.0019484728938073503,0,Safe
102,0.0,0.028007169292358126,0.04583202854032223,0,Safe
103,0.0,0.0001265816447603723,5.4526701590525964e-05,0,Safe
104,0.0,0.0005782318575201429,0.00023864009674963904,0,Safe
105,0.3333333333333333,0.04562929770480209,0.022052208715355234,0,Safe
106,0.6666666666666666,0.5594993542923016,0.6782886357829763,1,Spam
107,1.0,0.9973317002104091,0.999990608112395,1,Spam
108,0.0,0.004763785646930708,0.0035207783136050152,0,Safe
109,0.0,0.005746325696257699,0.0013830538026474045,0,Safe
110,1.0,0.9893006104628395,0.9934353240294522,1,Spam
111,1.0,0.9888727225841767,0.9933493314362001,1,Spam
112,0.0,0.7857725040476912,0.8519712761188,1,Spam
113,0.3333333333333333,0.03145238454076679,0.009249825722085178,0,Safe
114,0.0,0.10592577112835364,0.060655113559703,0,Safe
115,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
116,1.0,0.8638750788271315,0.91219165149644,1,Spam
117,0.3333333333333333,0.4675373875805646,0.47140493558604724,1,Spam
118,0.0,0.03384613290888749,0.01671296522841028,0,Safe
119,1.0,0.5490687539072987,0.6015844979643916,1,Spam
120,0.0,0.008084431145237186,0.009396153547382331,0,Safe
121,0.0,0.0014508075546568672,0.0003512866321819533,0,Safe
122,0.0,0.010953188093773599,0.005309804541828546,0,Safe
123,0.0,0.0031210824199874266,0.0020902459337063446,0,Safe
124,1.0,0.9590671533904598,0.9839198376712309,1,Spam
125,1.0,0.9706855500913145,0.9688671869251642,1,Spam
126,0.0,0.0009616604077953203,6.747869846941985e-05,0,Safe
127,0.0,0.020442857605662394,0.0164737779907544,0,Safe
128,0.0,0.013099352638101955,0.004484666016101427,0,Safe
129,0.0,0.008088653600466261,0.0031834217788682707,0,Safe
130,0.0,0.06807861970399834,0.05364430840050687,0,Safe
131,0.0,7.641104214035243e-05,2.3440122409028845e-05,0,Safe
132,1.0,0.9929697733528993,0.9965390377915148,1,Spam
133,1.0,0.9718086153562713,0.9832793270454298,1,Spam
134,1.0,0.9442449535275835,0.9289128878066714,1,Spam
135,0.3333333333333333,0.9024651757924929,0.9279154181292033,1,Spam
136,1.0,0.9931551621995217,0.994595135821438,1,Spam
137,0.0,0.055069984784671046,0.049094741810054264,0,Safe
138,1.0,0.9448360370095352,0.9587067275137757,1,Spam
139,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
140,0.0,0.07640781224798877,0.06671795456531822,0,Safe
141,1.0,0.9614755036850596,0.9571044743809661,1,Spam
142,0.0,0.052580099655692505,0.07019230344702215,0,Safe
143,0.0,0.13200184406300275,0.09690762200625744,0,Safe
144,0.0,0.07159304287798489,0.06242643096221217,0,Safe
145,0.0,0.002696336780834656,0.0008331422512090875,0,Safe
146,1.0,0.9882542671092469,0.9953949006291065,1,Spam
147,1.0,0.9721140777661395,0.9888528446355693,1,Spam
148,0.6666666666666666,0.9430212288648199,0.9632382830758777,1,Spam
149,1.0,0.39512302967826723,0.4107019696590031,0,Safe
150,0.0,0.0006854043505115139,0.0002689112982635864,0,Safe
151,0.0,0.2028780137593698,0.24332022919097382,0,Safe
152,1.0,0.9850607232278668,0.9875121449593982,1,Spam
153,0.3333333333333333,0.08504746153402376,0.05934886512053154,0,Safe
154,0.0,0.5475395006158544,0.5628594910533307,0,Safe
155,0.0,0.47306230987015097,0.48022788194078236,1,Spam
156,1.0,0.847074800622178,0.9029350354331164,1,Spam
157,1.0,0.9672182925017146,0.9603571905955824,1,Spam
158,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
159,0.0,0.0024388821012072447,0.0012452155564645175,0,Safe
160,0.0,0.7428029508187591,0.8509066282699057,0,Safe
161,0.0,0.007521144370518072,0.003133181218857836,0,Safe
162,0.6666666666666666,0.7938553855395516,0.8529556927254313,1,Spam
163,0.0,0.0005130559164763111,0.00029596504371467205,0,Safe
164,0.0,0.00037370294627754304,0.00014308565867968812,0,Safe
165,0.0,0.0026099643950116495,0.0017304252693589046,0,Safe
166,0.0,0.05480723646134614,0.03098825429057992,0,Safe
167,1.0,0.8685683316578348,0.9169645424310457,1,Spam
168,0.6666666666666666,0.7706725784525975,0.8552047808296895,1,Spam
169,1.0,0.982431165840058,0.9821061827188359,1,Spam
170,0.0,0.07370370664818159,0.0540217604346233,0,Safe
171,0.0,0.005963118686416477,0.004051469362538268,0,Safe
172,0.0,0.05224345196714286,0.04551201953927324,0,Safe
173,0.6666666666666666,0.9467539575700457,0.9664618247907871,0,Safe
174,0.0,0.016389873010353655,0.008782342660748458,0,Safe
175,0.0,0.00015074553080037046,9.862245057422504e-05,0,Safe
176,0.0,0.042688254865190116,0.026584190587091067,0,Safe
177,1.0,0.9075843664281353,0.9479357406223463,1,Spam
178,0.3333333333333333,0.07491663155992251,0.060364209610504704,0,Safe
179,1.0,0.9934584175072382,0.9963603528691369,1,Spam
180,0.3333333333333333,0.061434808536400896,0.02090405899644429,0,Safe
181,0.0,0.0015397810789808068,0.00040895478096272716,0,Safe
182,0.3333333333333333,0.78198779092103,0.8516778363522765,1,Spam
183,1.0,0.986688388708636,0.9916529837360877,1,Spam
184,0.3333333333333333,0.005129742519482961,0.0027560439374070237,0,Safe
185,0.3333333333333333,0.8488832064154329,0.8983725344128045,0,Safe
186,1.0,0.9875922256828491,0.9940402861680689,1,Spam
187,1.0,0.9799373786904917,0.9908412567555334,1,Spam
188,0.3333333333333333,0.6140862279695002,0.6360963883365429,0,Safe
189,1.0,0.8371283071360248,0.9148577593164303,1,Spam
190,1.0,0.856812657677825,0.8734272049986883,1,Spam
191,1.0,0.9961257382869471,0.999982752659706,1,Spam
192,0.0,0.005365876875979686,0.002705926370779389,0,Safe
193,1.0,0.9920353782483491,0.9973380641245772,1,Spam
194,0.3333333333333333,0.22367285948966453,0.09696522160029421,1,Spam
195,0.0,0.0009431277213870161,6.210700027464998e-05,0,Safe
196,1.0,0.96074623881434,0.9770587321373931,1,Spam
197,1.0,0.9498049068591342,0.9629987598639963,1,Spam
198,0.0,0.09233345692083801,0.07595875033225634,0,Safe
199,0.0,0.005425252854251453,0.0013124140739890632,0,Safe
200,0.0,0.028815782590716633,0.021712997827363578,0,Safe
201,1.0,0.6829089985881859,0.7611250778496373,1,Spam
202,1.0,0.9127092614553844,0.9266907189336834,0,Safe
203,1.0,0.9137499894236971,0.945038254196776,1,Spam
204,0.0,0.0015786056078927906,0.00037826590901560066,0,Safe
205,0.6666666666666666,0.9701999161332651,0.9839412414078772,1,Spam
206,0.0,0.27767293935541804,0.2995292489452158,0,Safe
207,1.0,0.9607840125071304,0.9779467497665956,0,Safe
208,0.0,0.32569267001299124,0.4778307526311676,0,Safe
209,0.0,0.005489040230924087,0.004220078264039048,0,Safe
210,1.0,0.9914882041865153,0.9952403414368888,1,Spam
211,0.0,0.0016914548211631128,0.0009525524583464902,0,Safe
212,0.0,0.06845708398709792,0.1385578227044314,0,Safe
213,1.0,0.9741496572044694,0.9810370549983989,1,Spam
214,0.0,0.16168250873564022,0.14892706188068164,0,Safe
215,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
216,0.6666666666666666,0.9056263588665664,0.9441159028824654,0,Safe
217,1.0,0.9551926528713179,0.9674442539348108,1,Spam
218,1.0,0.9653113417813414,0.9783068800397183,1,Spam
219,1.0,0.9622703077364293,0.9697248957300298,1,Spam
220,1.0,0.9994999798284081,0.9999999515260155,1,Spam
221,1.0,0.9534946225163122,0.947831709122553,1,Spam
222,0.3333333333333333,0.06487188543613503,0.0592872505320491,0,Safe
223,1.0,0.9314271259330129,0.9677952256137957,1,Spam
224,1.0,0.9951727676149815,0.99998926199723,1,Spam
225,0.3333333333333333,0.1490218714775999,0.27120935102038835,0,Safe
226,1.0,0.9834746378904162,0.9923726903994557,1,Spam
227,0.0,0.09420404679016772,0.08909233968254508,0,Safe
228,0.3333333333333333,0.5092200442063928,0.46320853172881277,1,Spam
229,1.0,0.988483974363408,0.9914021281859984,1,Spam
230,0.0,0.009141588008310718,0.002734908791339742,0,Safe
231,1.0,0.8835947961853726,0.9205505752738745,1,Spam
232,1.0,0.8435088866462194,0.8812381426980963,1,Spam
233,0.0,0.05289692013833026,0.03710514119466321,0,Safe
234,0.0,0.06522850901998158,0.13606779019990514,0,Safe
235,0.0,0.07808841659689618,0.034665267154961085,0,Safe
236,1.0,0.9678460762747392,0.9692127398762569,1,Spam
237,0.6666666666666666,0.7619384826180932,0.8501198880992379,1,Spam
238,0.0,0.0020108703128195126,0.0013632019758550874,0,Safe
239,0.0,0.01467617326775907,0.017480131416955567,0,Safe
240,0.0,0.06882683589186703,0.04374098951708325,0,Safe
241,1.0,0.9950324543947003,0.9951697513731435,1,Spam
242,0.0,0.0018566142843183828,0.0004078404707833332,0,Safe
243,0.0,0.0004341287191401756,0.00017942300906747895,0,Safe
244,0.0,0.11125366224401645,0.07854065064405405,0,Safe
245,1.0,0.4894303372970601,0.45417579820864334,1,Spam
246,0.0,0.40601536397801286,0.3991951582516675,0,Safe
247,0.0,0.0268985953552658,0.018985974360988714,0,Safe
248,0.0,0.0006536897594450287,0.00014887495541265775,0,Safe
249,1.0,0.9206107563591996,0.9357458787372591,1,Spam
250,1.0,0.973083763648328,0.9770659075954768,1,Spam
251,0.0,3.189363467886955e-05,1.1045870916263818e-05,0,Safe
252,0.0,0.002259823228472325,0.001384324855371512,0,Safe
253,1.0,0.9864176554663253,0.9881247146012379,1,Spam
254,0.0,0.0002818115699374576,0.00023423401181586523,0,Safe
255,0.0,0.07423610192544962,0.05586076954837213,0,Safe
256,0.0,0.025144660880570234,0.03220424751261686,0,Safe
257,0.0,0.035190095766622034,0.018642765328465174,0,Safe
258,0.6666666666666666,0.8724611338662296,0.9135627252325871,1,Spam
259,0.0,0.009256764351550786,0.0028069943613789465,0,Safe
260,0.0,0.009147145277845206,0.0065649777763816825,0,Safe
261,0.0,0.0009191587747920873,6.052699566299711e-05,0,Safe
262,1.0,0.9705489098715097,0.9819991759864387,1,Spam
263,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
264,0.3333333333333333,0.6988384147235507,0.7092608642052507,1,Spam
265,0.0,0.02996856081830575,0.027122041339276825,0,Safe
266,0.0,0.003308177213655896,0.0009400253379134456,0,Safe
267,0.0,0.03551759971537496,0.02774187381238847,0,Safe
268,0.0,0.07189791104675658,0.06259603218355717,1,Spam
269,1.0,0.8278722534041064,0.8963032792298833,1,Spam
270,0.6666666666666666,0.7544152173307023,0.8336792121640147,1,Spam
271,1.0,0.9952704890138002,0.9999907198180475,1,Spam
272,0.0,0.0356751758074849,0.024072992536871375,0,Safe
273,0.3333333333333333,0.8169997540047608,0.8573615133404411,1,Spam
274,0.0,0.6504379623147389,0.735189925519538,0,Safe
275,0.0,0.155390952267364,0.1458539062851613,1,Spam
276,1.0,0.9713859319546791,0.9883012808492131,1,Spam
277,0.0,0.11791994232781887,0.10967855576857863,0,Safe
278,0.3333333333333333,0.1091980095145266,0.0755613708083437,0,Safe
279,1.0,0.26664326254878196,0.24006367679401439,0,Safe
280,0.0,0.06845708398709792,0.1385578227044314,0,Safe
281,1.0,0.9965755709271514,0.9999946244907535,1,Spam
282,1.0,0.9930961506619903,0.995153599692706,1,Spam
283,1.0,0.9571532606675537,0.9792307712767403,1,Spam
284,1.0,0.8591976417256704,0.8687365765857178,1,Spam
285,1.0,0.9883998263721273,0.9946306457609506,1,Spam
286,0.3333333333333333,0.06405774320654395,0.05034083446933523,0,Safe
287,0.0,0.0008644088922876831,0.0006659759866839077,0,Safe
288,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
289,0.0,0.23013728718097592,0.23149466242191513,0,Safe
290,1.0,0.8110348528716909,0.8186272080824387,1,Spam
291,0.0,0.0017356046955799144,0.0010528682853929688,0,Safe
292,0.0,0.10212415638620441,0.04068546557740203,0,Safe
293,1.0,0.9835184834839552,0.9897844107400291,0,Safe
294,0.3333333333333333,0.2873373414012593,0.21806639793589677,0,Safe
295,0.0,0.00447848081629437,0.0020124526735604553,0,Safe
296,0.6666666666666666,0.8814604683926262,0.9085054130445441,1,Spam
297,0.6666666666666666,0.1167464978396734,0.09003123017139465,0,Safe
298,0.0,0.04121228733410537,0.06048263677601971,0,Safe
299,0.0,0.07984631012615168,0.08904201615614533,0,Safe
300,1.0,0.9258174568264727,0.9174392961110096,1,Spam
301,0.0,0.034748342540074036,0.024830317967416523,0,Safe
302,0.0,0.0001580094661256238,4.443744429792378e-05,0,Safe
303,0.6666666666666666,0.984795962991233,0.9933939616915313,0,Safe
304,1.0,0.9951702190357089,0.9999889204838306,1,Spam
305,0.0,0.0019445767386168011,0.0009468824196073754,0,Safe
306,1.0,0.9548575718602237,0.9835474262520294,1,Spam
307,0.0,0.4246551634471834,0.28790640759152475,0,Safe
308,1.0,0.19488113650371808,0.2218166614854717,1,Spam
309,1.0,0.9861092504932687,0.9899349439949036,1,Spam
310,0.0,0.003730846084274156,0.0011675878100552944,0,Safe
311,0.0,0.17020233588433595,0.14276142222833335,0,Safe
312,0.0,0.003294136177554868,0.0020410961661320934,0,Safe
313,0.0,0.08932141184428662,0.11919900969452459,0,Safe
314,0.0,0.03207688122426352,0.013042579240969666,0,Safe
315,0.0,0.00013071505817316493,3.7869584311801614e-05,0,Safe
316,0.0,0.011295897630902265,0.013694877078785663,0,Safe
317,0.0,0.07177957668612875,0.04047897980812506,0,Safe
318,0.0,0.007724904054326834,0.003950204008077385,0,Safe
319,0.0,0.022974712068312954,0.008571892928829275,0,Safe
320,0.0,0.005832051488856201,0.0013435261671753658,0,Safe
321,1.0,0.9903287787996217,0.9913670363688311,1,Spam
322,0.0,0.21250851719685587,0.1806302100406813,0,Safe
323,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
324,1.0,0.9888244541676106,0.9953309592399452,1,Spam
325,0.0,0.5120188370860601,0.48356176709571574,1,Spam
326,1.0,0.95223449425255,0.9727320807075915,1,Spam
327,0.0,0.012961665262604503,0.007296157334813245,0,Safe
328,1.0,0.9829030565514855,0.9942259307633168,1,Spam
329,0.3333333333333333,0.44239766698815935,0.36303133966967244,0,Safe
330,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
331,1.0,0.9836917258805333,0.9883603249955251,1,Spam
332,1.0,0.9426463628207573,0.9268914809478651,1,Spam
333,0.0,0.00026011444365582235,0.00011677692904513293,0,Safe
334,0.0,0.004702942472767538,0.0009724779793396867,0,Safe
335,1.0,0.9604772915689912,0.9589709788209765,1,Spam
336,1.0,0.9119034519654065,0.949454281408222,1,Spam
337,1.0,0.9903377928872835,0.9943463527173327,1,Spam
338,0.0,0.02966825748216233,0.03324989113559376,0,Safe
339,1.0,0.8788074566254864,0.9510708283386359,1,Spam
340,0.0,0.04494690431131596,0.023865373315414357,0,Safe
341,1.0,0.9973340538616249,0.9999923741149189,1,Spam
342,0.0,0.07514976927912546,0.06548434530361143,0,Safe
343,1.0,0.9075234823819722,0.9418331503286891,1,Spam
344,0.0,0.04120683872720625,0.06320866573153698,0,Safe
345,0.0,0.7821227966028031,0.8659242399922561,0,Safe
346,1.0,0.9675721264413799,0.9853250574543416,1,Spam
347,0.6666666666666666,0.1898697835195044,0.23609570027614088,1,Spam
348,0.0,0.005909303875750806,0.0008566533442040823,0,Safe
349,1.0,0.5918681532118816,0.5737825256970343,1,Spam
350,0.3333333333333333,0.04193898374840236,0.0138015001620821,0,Safe
351,0.0,0.015896619972571847,0.00614505276818208,0,Safe
352,1.0,0.9865106168405867,0.9909603283569346,1,Spam
353,0.0,0.011607744841177903,0.004730846025196708,0,Safe
354,0.0,0.10781347024544645,0.06571510586515168,0,Safe
355,0.6666666666666666,0.9736937499970169,0.9894738173725133,1,Spam
356,1.0,0.9812457907842761,0.9855667930320956,1,Spam
357,0.0,0.010677602345392504,0.01066246611617319,0,Safe
358,1.0,0.996348846543294,0.9972808264295622,1,Spam
359,0.6666666666666666,0.221511763163931,0.2813228853105665,1,Spam
360,0.0,0.0009122337763276368,6.0050168012662034e-05,0,Safe
361,0.0,0.010254016572771847,0.007398111501661651,0,Safe
362,1.0,0.9582994326757783,0.977803584205891,1,Spam
363,0.0,0.04747426560256218,0.030989442909821262,0,Safe
364,1.0,0.9819026854017283,0.991364009805948,1,Spam
365,0.0,0.004202702819729614,0.001870085706002037,0,Safe
366,1.0,0.9705489098715097,0.9819991759864387,1,Spam
367,0.0,0.0012798433781757974,0.0005030288411233569,0,Safe
368,1.0,0.9873312481969666,0.9937236224633843,1,Spam
369,0.0,0.024283630437841534,0.023650143863051767,1,Spam
370,1.0,0.7008359277549061,0.7608823716344176,1,Spam
371,1.0,0.9963655012191082,0.9972962813055376,1,Spam
372,0.0,0.025489687925402283,0.023661537840224085,0,Safe
373,0.0,0.006522053091361881,0.006063042846320693,0,Safe
374,0.0,0.008549079833150754,0.005176651313614111,0,Safe
375,0.0,0.005960864711492624,0.002040598272951967,0,Safe
376,0.0,0.0021936950494058703,0.001410315301152872,0,Safe
377,1.0,0.6074647852190274,0.7597793223922717,0,Safe
378,1.0,0.9769799220956183,0.9913182573560001,1,Spam
379,0.3333333333333333,0.04133053309228859,0.01569371126216541,0,Safe
380,0.6666666666666666,0.9316499815879077,0.9562098209369914,1,Spam
381,0.0,7.628103041292745e-05,3.3262856013905424e-05,0,Safe
382,0.0,0.1611722168983336,0.1361281456828391,0,Safe
383,0.3333333333333333,0.07070840787183318,0.052908226217934846,0,Safe
384,1.0,0.9901946164445344,0.9964072426238197,1,Spam
385,1.0,0.6778755068120826,0.8245034196398675,1,Spam
386,0.0,0.017932481432522806,0.012289319088485944,0,Safe
387,1.0,0.8825385589947962,0.9162279859723176,1,Spam
388,1.0,0.9109472652525896,0.9473731294422904,0,Safe
389,0.0,0.023319354660746187,0.011796165624692385,0,Safe
390,0.0,0.05049673412994531,0.06021954164303788,0,Safe
391,0.0,0.011251903203415703,0.003827585418825457,0,Safe
392,0.0,0.07159304287798489,0.06242643096221217,0,Safe
393,0.0,0.00010535371875527208,4.3347378913716305e-05,0,Safe
394,0.0,0.007533213822940392,0.006579209794801218,0,Safe
395,0.0,0.0044863531992631435,0.003192243195633944,0,Safe
396,0.0,0.22964834264722145,0.17277895560389772,0,Safe
397,1.0,0.6576875715322309,0.7425088465876127,1,Spam
398,0.6666666666666666,0.9776912403536167,0.9917378234462039,1,Spam
399,0.0,0.1486091772611002,0.13300182899754073,0,Safe
400,0.0,0.0048572653815320025,0.0016182918857343515,0,Safe
401,1.0,0.9700225724770017,0.9861203744104616,1,Spam
402,0.0,0.06122828258604904,0.03538097886456421,0,Safe
403,0.3333333333333333,0.006579412163964307,0.0049296661581545295,0,Safe
404,0.6666666666666666,0.47495367869621863,0.38167798672896636,0,Safe
405,0.6666666666666666,0.7646101580974551,0.8545619273319909,1,Spam
406,1.0,0.9938705895884721,0.9952200219630655,1,Spam
407,0.0,0.16113301334500613,0.12242832008229078,0,Safe
408,0.0,0.001928247659190329,0.0006444568301731088,0,Safe
409,0.0,0.2594610635067938,0.2163949088151196,0,Safe
410,0.0,0.16890946082680558,0.13276613443399093,1,Spam
411,1.0,0.9688348279197191,0.9806440825260125,1,Spam
412,1.0,0.8580432539936392,0.9331462600915517,1,Spam
413,1.0,0.9971208796515598,0.9999979152331842,1,Spam
414,0.0,0.01465782489469075,0.00846977844734246,0,Safe
415,0.0,0.008639792361158253,0.003410227399963869,0,Safe
416,0.3333333333333333,0.15371811930425514,0.10347500190895496,0,Safe
417,0.3333333333333333,0.10142769594940859,0.09891255334238108,1,Spam
418,1.0,0.983895784911806,0.9929933514891268,1,Spam
419,0.0,0.004334290011687761,0.0008860617942022987,0,Safe
420,0.6666666666666666,0.985334052432694,0.9947908179193751,1,Spam
421,0.0,0.09555654363365007,0.06147162980150717,0,Safe
422,0.0,0.0007481995989212259,0.00020365400361298944,0,Safe
423,1.0,0.961019699671736,0.9748114976401792,1,Spam
424,1.0,0.9275599110776349,0.9480915605912854,1,Spam
425,0.0,0.0888762312730683,0.04255496743255342,0,Safe
426,0.0,0.02243803866328459,0.01371469199251025,0,Safe
427,0.0,0.0018776793701275822,0.0007612258465675423,0,Safe
428,1.0,0.9887683149111676,0.9956006295992873,1,Spam
429,0.0,0.006393309197499897,0.006217851005984365,0,Safe
430,1.0,0.7737626393727062,0.7971071326288648,1,Spam
431,1.0,0.9828057877942646,0.9909046259578204,1,Spam
432,1.0,0.8606156358987987,0.8708891665950889,1,Spam
433,1.0,0.939043210923201,0.9564299342962643,1,Spam
434,0.0,0.011007807620631565,0.0037520253708645426,0,Safe
435,1.0,0.9460107580541837,0.9321493705888928,1,Spam
436,1.0,0.18659663300897078,0.15476353352305694,0,Safe
437,0.3333333333333333,0.013214308071297858,0.016053146130229,0,Safe
438,1.0,0.95344772981286,0.9558238942742756,1,Spam
439,0.0,0.12988891973201955,0.09400387862682784,0,Safe
440,0.0,0.009469324888393547,0.005183566625748874,0,Safe
441,1.0,0.7294156670816897,0.8067966899806788,1,Spam
442,0.3333333333333333,0.08282974211857907,0.056700333609725144,0,Safe
443,0.0,0.002650159470102007,0.0007046958429999255,0,Safe
444,0.0,0.025269623428123104,0.03781542673855177,0,Safe
445,1.0,0.8975215777729905,0.8946993800625245,1,Spam
446,1.0,0.9873043344303984,0.9888860699413302,1,Spam
447,0.0,0.062238679948812735,0.05290046691346517,0,Safe
448,0.0,0.0017497411597310944,0.0006118646847611588,0,Safe
