Model_ID,Attribute,train_mean,train_std,test_mean,test_std
logistic,0.6000000000000001,0.9353623188405796,0.003664618205359496,0.9333333333333333,0.0139386841026604
logistic,0.7000000000000001,0.9362318840579711,0.0033108092178436707,0.9333333333333333,0.014383647276289244
logistic,0.8,0.9365942028985508,0.003189640735807816,0.9336231884057972,0.015005425049906972
logistic,0.9,0.9370289855072464,0.0035721036359032577,0.9333333333333333,0.015303414552132508
logistic,1.0,0.9369565217391305,0.003825853638033131,0.9336231884057972,0.015179386635102777
logistic,1.1,0.9371014492753623,0.0035370188005408123,0.9350724637681159,0.015110042340844494
logistic,1.2000000000000002,0.9372463768115942,0.003599560639715894,0.9353623188405796,0.01480106832659338
logistic,1.3,0.9373913043478261,0.0036086665501417017,0.9356521739130436,0.014765548552985537
logistic,1.4000000000000001,0.9376086956521739,0.0037775105852111144,0.9356521739130436,0.014765548552985537
logistic,1.5,0.9378985507246377,0.004206645006869573,0.9362318840579711,0.014672794732838083
logistic,1.6,0.9381159420289855,0.004335731971493204,0.9362318840579711,0.014672794732838083
logistic,1.7000000000000002,0.9383333333333332,0.004462556300783225,0.9359420289855074,0.01475843433982721
logistic,1.8,0.9386956521739129,0.004600165289305471,0.9359420289855074,0.01475843433982721
logistic,1.9000000000000001,0.9388405797101449,0.004705962468584258,0.9359420289855074,0.015005425049906991
logistic,2.0,0.9386231884057971,0.004500635909233466,0.9356521739130435,0.014977403690160946
logistic,2.1,0.9387681159420289,0.004561477649280491,0.9359420289855072,0.014687102678444324
logistic,2.2,0.9391304347826086,0.004689195328095934,0.9368115942028986,0.01396126907686064
logistic,2.3000000000000003,0.9391304347826086,0.004689195328095934,0.9371014492753623,0.013771929296469126
logistic,2.4000000000000004,0.9392028985507246,0.004549951471290065,0.9368115942028986,0.013810004927039545
logistic,2.5,0.9392028985507246,0.004549951471290065,0.9368115942028986,0.013810004927039545
logistic,2.6,0.9390579710144926,0.004395869822638591,0.9368115942028986,0.013810004927039545
logistic,2.7,0.9391304347826086,0.004415238263389132,0.9368115942028986,0.013810004927039545
logistic,2.8000000000000003,0.9393478260869564,0.0046300321886173735,0.9368115942028986,0.013810004927039545
logistic,2.9000000000000004,0.9394202898550723,0.004600165289305482,0.9362318840579711,0.014236871524919216
logistic,3.0,0.9394202898550723,0.004491876959817413,0.9362318840579711,0.014236871524919216
logistic,3.1,0.9394202898550723,0.004491876959817413,0.9359420289855074,0.014543389802089378
logistic,3.2,0.9393478260869564,0.004427115186697397,0.9356521739130436,0.01469425142682502
logistic,3.3000000000000003,0.9394927536231883,0.004370412348483646,0.9356521739130436,0.01469425142682502
logistic,3.4000000000000004,0.9396376811594204,0.004412264037208962,0.9359420289855074,0.015317133438394604
logistic,3.5,0.9397101449275362,0.004478706417496395,0.9356521739130436,0.015494373635830845
logistic,3.6,0.9397826086956522,0.004491876959817389,0.9356521739130436,0.015494373635830845
logistic,3.7,0.9396376811594204,0.0046582988259783195,0.9356521739130435,0.016319638562619403
logistic,3.8000000000000003,0.9396376811594204,0.0046933927289018245,0.9353623188405796,0.016351782849354547
logistic,3.9000000000000004,0.9394927536231885,0.004994220562351505,0.9353623188405796,0.016351782849354547
logistic,4.0,0.9394202898550725,0.004937383595973374,0.9353623188405796,0.016351782849354547
logistic,4.1000000000000005,0.9394202898550725,0.004937383595973374,0.9353623188405796,0.016351782849354547
logistic,4.2,0.9394927536231885,0.004654069774878684,0.9353623188405796,0.016351782849354547
logistic,4.3,0.9394927536231885,0.004881229559893996,0.9353623188405796,0.016351782849354547
logistic,4.4,0.9396376811594204,0.004998161812915467,0.9353623188405796,0.01719698199906242
logistic,4.5,0.9395652173913044,0.004924071672056366,0.9356521739130435,0.01716642042879542
logistic,4.6000000000000005,0.9395652173913044,0.005139311080144085,0.9356521739130435,0.01716642042879542
logistic,4.7,0.9395652173913044,0.005139311080144085,0.9356521739130435,0.01716642042879542
logistic,4.800000000000001,0.9395652173913044,0.00519646568530643,0.9353623188405796,0.017288342560517846
logistic,4.9,0.9396376811594204,0.005050417930928349,0.9356521739130435,0.01716642042879542
logistic,5.0,0.9395652173913044,0.0049836953229128724,0.9356521739130435,0.01716642042879542
logistic,5.1000000000000005,0.9395652173913044,0.00538869346161685,0.9356521739130435,0.01716642042879542
logistic,5.2,0.9396376811594204,0.005450460478591798,0.9356521739130435,0.01716642042879542
logistic,5.300000000000001,0.9397101449275362,0.005426321916751085,0.9356521739130435,0.01716642042879542
logistic,5.4,0.9397101449275362,0.005426321916751085,0.9356521739130435,0.01716642042879542
logistic,5.5,0.9397826086956522,0.005406933478102949,0.9356521739130435,0.01716642042879542
logistic,5.6000000000000005,0.9397826086956522,0.005406933478102949,0.9356521739130435,0.01716642042879542
logistic,5.7,0.9397826086956522,0.005406933478102949,0.9356521739130435,0.016447838793172288
logistic,5.800000000000001,0.9397826086956522,0.005406933478102949,0.9353623188405796,0.015829643386565975
logistic,5.9,0.9398550724637682,0.005446846513903221,0.9353623188405796,0.015829643386565975
logistic,6.0,0.9399275362318841,0.005509152988042945,0.9353623188405796,0.015829643386565975
logistic,6.1000000000000005,0.9399275362318841,0.005509152988042945,0.9353623188405796,0.015829643386565975
logistic,6.2,0.9399275362318841,0.005509152988042945,0.9350724637681159,0.015213940257403708
logistic,6.300000000000001,0.9399275362318841,0.005509152988042945,0.9350724637681159,0.015213940257403708
logistic,6.4,0.9399275362318841,0.005509152988042945,0.9350724637681159,0.015213940257403708
logistic,6.5,0.9399275362318841,0.005509152988042945,0.9350724637681159,0.015213940257403708
logistic,6.6000000000000005,0.9398550724637682,0.005470894518312094,0.9350724637681159,0.015213940257403708
logistic,6.7,0.9397826086956522,0.005382599720595298,0.9353623188405796,0.01522084156883027
logistic,6.800000000000001,0.9398550724637682,0.0053679465181264464,0.9347826086956521,0.014885969988531955
logistic,6.9,0.9398550724637682,0.0053679465181264464,0.9347826086956521,0.014885969988531955
logistic,7.0,0.9398550724637682,0.0053679465181264464,0.9347826086956521,0.014885969988531955
logistic,7.1000000000000005,0.9397826086956522,0.005521054390956674,0.9347826086956521,0.014885969988531955
logistic,7.2,0.9398550724637682,0.0053679465181264464,0.9347826086956521,0.014885969988531955
logistic,7.300000000000001,0.9398550724637682,0.0053679465181264464,0.9347826086956521,0.014885969988531955
logistic,7.4,0.9397826086956522,0.0053089292798754245,0.9350724637681159,0.014935273075928368
logistic,7.5,0.9397826086956522,0.0053089292798754245,0.9347826086956521,0.015026406777773707
logistic,7.6000000000000005,0.9397826086956522,0.0053089292798754245,0.9347826086956521,0.015026406777773707
logistic,7.7,0.9397101449275362,0.00524799798797098,0.9347826086956521,0.015026406777773707
logistic,7.800000000000001,0.9397826086956522,0.005094414203876162,0.9347826086956521,0.015026406777773707
logistic,7.9,0.9397826086956522,0.005094414203876162,0.9347826086956521,0.015026406777773707
logistic,8.0,0.9397826086956522,0.005308929279875414,0.9347826086956521,0.015026406777773707
logistic,8.1,0.9398550724637682,0.0053002676950462835,0.9347826086956521,0.015026406777773707
logistic,8.200000000000001,0.9398550724637682,0.0053002676950462835,0.9347826086956521,0.015026406777773707
logistic,8.3,0.9400000000000001,0.005420270479698752,0.9347826086956521,0.015026406777773707
logistic,8.4,0.9400000000000001,0.005420270479698752,0.9347826086956521,0.015026406777773707
logistic,8.5,0.9400724637681159,0.005462489759343296,0.9347826086956521,0.015026406777773707
logistic,8.6,0.9400724637681159,0.005462489759343296,0.9347826086956521,0.015026406777773707
logistic,8.700000000000001,0.9400724637681159,0.0054142122789907375,0.9347826086956521,0.015026406777773707
logistic,8.8,0.9401449275362319,0.0054552753739464796,0.9347826086956521,0.015026406777773707
logistic,8.9,0.9401449275362319,0.005509152988042934,0.9347826086956521,0.015026406777773707
logistic,9.0,0.9402173913043479,0.005560148280153158,0.9347826086956521,0.015026406777773707
logistic,9.1,0.9401449275362319,0.005713849677305642,0.9347826086956521,0.015026406777773707
logistic,9.200000000000001,0.9401449275362319,0.005713849677305642,0.9347826086956521,0.015026406777773707
logistic,9.3,0.9402173913043479,0.005774412119749738,0.9347826086956521,0.015026406777773707
logistic,9.4,0.9401449275362319,0.005725325586993706,0.9347826086956521,0.015026406777773707
logistic,9.5,0.9402173913043479,0.005780092802008647,0.9347826086956521,0.015026406777773707
logistic,9.600000000000001,0.9402173913043479,0.005780092802008647,0.9347826086956521,0.015026406777773707
logistic,9.700000000000001,0.9402173913043479,0.005780092802008647,0.9350724637681159,0.014935273075928368
logistic,9.8,0.9402173913043479,0.005780092802008647,0.9350724637681159,0.014935273075928368
logistic,9.9,0.9402173913043479,0.005780092802008647,0.9350724637681159,0.014935273075928368
logistic,10.0,0.9401449275362319,0.005736778540202144,0.9350724637681159,0.014935273075928368
svm,0.1,0.933695652173913,0.0020970719026793916,0.9284057971014492,0.015763159920207215
svm,0.2,0.9399275362318841,0.0030140049772587317,0.932463768115942,0.013923607100841081
svm,0.30000000000000004,0.9415217391304347,0.003005281355554748,0.9330434782608694,0.014470998163903301
svm,0.4,0.9438405797101449,0.0023620298569574996,0.9333333333333332,0.0142368715249192
svm,0.5,0.9460869565217391,0.002592542582608427,0.932463768115942,0.015323988275810205
svm,0.6000000000000001,0.948840579710145,0.0026796901575508185,0.9333333333333333,0.01642867253442702
svm,0.7000000000000001,0.9510144927536232,0.0032244341248242304,0.9333333333333333,0.016556028491008526
svm,0.8,0.9533333333333334,0.002981159772568746,0.9350724637681159,0.016536987623879326
svm,0.9,0.9557971014492754,0.002416968127559124,0.9356521739130435,0.017196981999062406
svm,1.0,0.9581159420289854,0.0027185987655513294,0.9356521739130435,0.015696394859782404
svm,1.1,0.9596376811594203,0.002836750598704844,0.9347826086956521,0.014601044695369486
svm,1.2000000000000002,0.9616666666666667,0.0017262506158799516,0.9353623188405796,0.014369037168632347
svm,1.3,0.9632608695652174,0.0023978829141701637,0.9353623188405796,0.01447825361593298
svm,1.4000000000000001,0.9644202898550726,0.0026426931201174028,0.9356521739130435,0.014550609157114385
svm,1.5,0.9660144927536232,0.002704073645948598,0.9371014492753623,0.013502393853741579
svm,1.6,0.9672463768115943,0.002790090334518641,0.9388405797101449,0.014434666200566642
svm,1.7000000000000002,0.9687681159420289,0.0028689612891056064,0.9385507246376811,0.014369037168632397
svm,1.8,0.9694927536231883,0.0028459908531384566,0.9382608695652174,0.014369037168632413
svm,1.9000000000000001,0.9707971014492754,0.002478642228476349,0.9376811594202898,0.01363397661030925
svm,2.0,0.9721014492753624,0.0023620298569574623,0.9376811594202898,0.0128406124251227
svm,2.1,0.9728985507246376,0.0023536785172335326,0.9371014492753623,0.012986995256359308
svm,2.2,0.9736231884057972,0.0026550827479073845,0.9376811594202898,0.012592860287668671
svm,2.3000000000000003,0.9747101449275363,0.002087660911722941,0.9373913043478261,0.012567816457205111
svm,2.4000000000000004,0.9752898550724638,0.0022828962321772618,0.9365217391304348,0.012099496501299586
svm,2.5,0.9757246376811594,0.0020335094493336607,0.9368115942028986,0.011889359015648521
svm,2.6,0.976086956521739,0.0018474708382582184,0.9368115942028986,0.011889359015648521
svm,2.7,0.9763768115942029,0.0016877992317176514,0.9368115942028986,0.011889359015648521
svm,2.8000000000000003,0.9768115942028986,0.001865150387859976,0.9376811594202898,0.011411605614509839
svm,2.9000000000000004,0.9771014492753624,0.0018367814283531234,0.9376811594202898,0.011411605614509839
svm,3.0,0.9776811594202899,0.0015499456258121443,0.9376811594202898,0.011365497928520353
svm,3.1,0.9779710144927536,0.0014125788905520527,0.9379710144927536,0.011197938418598148
svm,3.2,0.9782608695652174,0.0015371886547533914,0.9371014492753623,0.011018305976085932
svm,3.3000000000000003,0.978695652173913,0.002039954820327463,0.9376811594202898,0.010649955403405123
svm,3.4000000000000004,0.9789130434782608,0.0021343009384091763,0.9376811594202898,0.010649955403405123
svm,3.5,0.9790579710144927,0.001941028295069395,0.9376811594202898,0.010649955403405123
svm,3.6,0.9794202898550726,0.0017823730255432768,0.9376811594202898,0.010649955403405123
svm,3.7,0.9797826086956523,0.0019410282950694027,0.9373913043478261,0.010009447333235928
svm,3.8000000000000003,0.9800000000000001,0.0020075210401731465,0.9379710144927536,0.009797358713713364
svm,3.9000000000000004,0.9804347826086957,0.001811594202898529,0.9379710144927536,0.009797358713713364
svm,4.0,0.9806521739130435,0.0018580987543417723,0.9382608695652174,0.009536628334122953
svm,4.1000000000000005,0.981159420289855,0.0016603535126651985,0.9379710144927536,0.009635229065851965
svm,4.2,0.9815217391304347,0.0015583922585222444,0.9382608695652174,0.009536628334122945
svm,4.3,0.9821739130434782,0.001648451183489471,0.9382608695652174,0.009861464252871896
svm,4.4,0.9822463768115941,0.0016800033506332917,0.9385507246376811,0.009861464252871885
svm,4.5,0.9823913043478261,0.0018224313536172741,0.9394202898550725,0.009131584928709208
svm,4.6000000000000005,0.9824637681159419,0.0019444069369563334,0.9388405797101449,0.009245877047963237
svm,4.7,0.9826086956521738,0.001917211094974336,0.9388405797101449,0.009245877047963237
svm,4.800000000000001,0.9828985507246376,0.002071880935579076,0.9394202898550725,0.008898597932178998
svm,4.9,0.9833333333333334,0.002081363277731163,0.9391304347826086,0.008262140761587947
svm,5.0,0.9836231884057971,0.0020399548203273855,0.9391304347826086,0.008262140761587947
svm,5.1000000000000005,0.9838405797101449,0.002010787960219049,0.9394202898550725,0.008030084160692777
svm,5.2,0.9840579710144928,0.002097071902679402,0.9397101449275362,0.00797759938812918
svm,5.300000000000001,0.9842028985507246,0.0022568712322314963,0.9391304347826086,0.008450654920065656
svm,5.4,0.9843478260869565,0.002395144040730185,0.9391304347826086,0.008450654920065656
svm,5.5,0.9846376811594203,0.0021526740257265184,0.9391304347826086,0.008450654920065656
svm,5.6000000000000005,0.9848550724637681,0.001941028295069401,0.9391304347826086,0.008450654920065656
svm,5.7,0.985,0.001858098754341767,0.9388405797101449,0.008475473343312131
svm,5.800000000000001,0.9852898550724637,0.001961212840974539,0.9388405797101449,0.008475473343312131
svm,5.9,0.9857246376811594,0.0020270435841593442,0.9382608695652174,0.008108174336637358
svm,6.0,0.9858695652173912,0.0019511466692516569,0.9382608695652174,0.008108174336637358
svm,6.1000000000000005,0.9858695652173912,0.0019511466692516569,0.9376811594202898,0.00838828761071759
svm,6.2,0.9860144927536233,0.0018403514636522,0.9371014492753623,0.008731808887763554
svm,6.300000000000001,0.986304347826087,0.001800691831853497,0.9373913043478261,0.008475473343312178
svm,6.4,0.9865217391304348,0.001974554578759212,0.9373913043478261,0.008475473343312178
svm,6.5,0.9866666666666667,0.0018721754612701003,0.9373913043478261,0.008475473343312178
svm,6.6000000000000005,0.9868115942028985,0.0020107879602190818,0.9371014492753623,0.008731808887763535
svm,6.7,0.9869565217391305,0.0020813632777311954,0.9371014492753623,0.008731808887763535
svm,6.800000000000001,0.9871739130434782,0.0018756781312383934,0.9373913043478261,0.008475473343312178
svm,6.9,0.9873913043478261,0.0017451586346075919,0.9373913043478261,0.008475473343312178
svm,7.0,0.9876086956521739,0.0015243249252146697,0.9379710144927536,0.009743615254476303
svm,7.1000000000000005,0.9878985507246376,0.0013938684102660418,0.9373913043478261,0.010113823954995906
svm,7.2,0.9881159420289855,0.0016682412222059763,0.9373913043478261,0.010113823954995906
svm,7.300000000000001,0.9881884057971014,0.0015709770571506417,0.9373913043478261,0.010113823954995906
svm,7.4,0.9882608695652173,0.001710973761321374,0.9373913043478261,0.010113823954995906
svm,7.5,0.988623188405797,0.0017109737613214054,0.9376811594202898,0.009882740360134687
svm,7.6000000000000005,0.988768115942029,0.0016603535126651812,0.9376811594202898,0.009882740360134687
svm,7.7,0.9892028985507247,0.0015243249252146944,0.9373913043478261,0.00924587704796322
svm,7.800000000000001,0.9892028985507247,0.0015876016159570101,0.9373913043478261,0.00924587704796322
svm,7.9,0.9892753623188406,0.0015499456258121296,0.9373913043478261,0.00924587704796322
svm,8.0,0.9894202898550726,0.0014356241127651507,0.9373913043478261,0.00924587704796322
svm,8.1,0.9894202898550726,0.0014356241127651507,0.9371014492753623,0.00948140709205571
svm,8.200000000000001,0.9894202898550726,0.0014356241127651507,0.9368115942028986,0.009646122488286222
svm,8.3,0.9894202898550726,0.0014356241127651507,0.9368115942028986,0.009646122488286222
svm,8.4,0.9894202898550726,0.0014356241127651507,0.9371014492753623,0.00948140709205571
svm,8.5,0.9895652173913044,0.0016081406537081296,0.9371014492753623,0.00948140709205571
svm,8.6,0.9896376811594203,0.0017489157081372567,0.9371014492753623,0.00948140709205571
svm,8.700000000000001,0.9895652173913044,0.0016081406537081296,0.9368115942028986,0.009700406104742886
svm,8.8,0.9895652173913044,0.0016081406537081296,0.9365217391304348,0.009743615254476286
svm,8.9,0.9896376811594203,0.0015499456258121296,0.9365217391304348,0.009743615254476286
svm,9.0,0.9897826086956523,0.0015457050005580812,0.9365217391304348,0.009743615254476286
svm,9.1,0.9897826086956523,0.0015457050005580812,0.9368115942028986,0.009646122488286212
svm,9.200000000000001,0.9897826086956523,0.0015457050005580812,0.9368115942028986,0.009646122488286212
svm,9.3,0.9897826086956523,0.0015457050005580812,0.9368115942028986,0.009646122488286212
svm,9.4,0.9897826086956523,0.0015457050005580812,0.9368115942028986,0.009646122488286212
svm,9.5,0.9897826086956523,0.0015457050005580812,0.9365217391304348,0.009015844066664246
svm,9.600000000000001,0.9898550724637681,0.0015156884538660967,0.9368115942028986,0.008969129534357004
svm,9.700000000000001,0.9898550724637681,0.0015156884538660967,0.9368115942028986,0.008969129534357004
svm,9.8,0.99,0.001549945625812127,0.9371014492753623,0.009591531656680738
svm,9.9,0.99,0.001549945625812127,0.9371014492753623,0.009591531656680738
svm,10.0,0.990072463768116,0.001507002488629345,0.9371014492753623,0.009591531656680738
